,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std,days
10,2014-03-23,6,7.0,0.0,1.0,0.0684523809523809,726.3540003299709,6.0,3.0,173.546,204.495,181.257,13.047,0.0,0.0,23.124,191.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719914528530337,10
11,2014-03-24,0,6.4,0.0,0.8,0.1073128770739064,459.0190002918247,0.0,0.0,147.85,222.792,0.0,6.032,0.0,0.0,10.417,81.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1200565421702474,11
12,2014-03-25,1,6.0,0.6,0.6,0.0871662312439079,1013.4389998912808,0.0,1.0,260.708,365.541,50.631,0.0,0.0,0.0,21.061,161.01000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1782364817822358,12
13,2014-03-26,2,5.6,0.2,0.25,0.0906249999999999,2525.9130001068124,0.0,1.0,75.11999999999999,284.599,60.185,64.797,0.0,0.0,0.0,221.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449857012249177,13
14,2014-03-27,3,6.0,0.0,0.25,0.2950993676603433,1594.009999990467,1.0,15.0,69.691,0.0,3342.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4387605886868991,14
15,2014-03-28,4,6.5,-0.75,0.75,0.0874689832745353,519.1339998245237,0.0,0.0,119.651,398.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163414919648402,15
16,2014-03-29,5,6.0,-0.5,0.5,0.2525042601225439,410.1199998855591,2.0,2.0,133.275,155.086,0.0,19.119,0.0,0.0,8.057,93.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4009321074625104,16
17,2014-03-30,6,5.4,0.4,1.0,0.0527334473259238,862.5760006904598,4.0,0.0,176.164,100.429,1480.0929999999998,0.0,0.0,0.0,17.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1243001513881351,17
18,2014-03-31,0,6.0,-0.25,0.3333333333333333,0.1347403079560256,73.79699993133555,3.0,7.0,12.349,53.071,0.0,0.0,0.0,0.0,8.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409764207459238,18
19,2014-04-01,1,5.8,-0.4,0.6,0.3134394341290891,1473.5539999008206,0.0,1.0,98.198,194.89,0.0,0.0,0.0,0.0,0.0,48.338,40.949,0.0,0.0,0.0,0.0,0.0,0.0,0.3698770861088908,19
20,2014-04-02,2,6.4,-0.2,1.0,0.0304742113057525,8644.528000116352,4.0,0.0,29.768,105.761,0.0,0.0,0.0,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495098216014186,20
21,2014-04-03,3,6.25,-0.5,0.3333333333333333,0.0123611111111111,138.8190000057221,0.0,0.0,41.036,289.19,1.014,0.0,0.0,0.0,17.155,41.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273892973825746,21
22,2014-04-04,4,6.2,-0.2,0.8,0.1440706034463033,4939.440000295641,4.0,4.0,678.477,1680.0349999999996,2216.219,20.066,0.0,0.0,27.086,301.87800000000004,9.888,0.0,0.0,0.0,0.0,0.0,0.0,0.2530746746756754,22
23,2014-04-05,5,7.0,0.0,1.0,0.0874891774891775,202.36500000953663,1.0,0.0,99.01,239.666,142.025,0.0,0.0,0.0,15.072,20.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899537884975833,23
24,2014-04-06,6,6.75,-0.6666666666666666,1.0,0.1998774980899226,1605.8439996242516,0.0,0.0,423.213,505.307,144.716,0.0,0.0,0.0,8.062,123.868,0.0,0.0,19.138,5.22,0.0,0.0,0.0,0.3317418761454652,24
25,2014-04-07,0,7.0,-0.2,1.0,0.0864168979340117,2214.007000207897,0.0,1.0,222.0,408.015,51.298,45.279,0.0,0.0,0.0,119.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1306109674518289,25
26,2014-04-08,1,6.4,0.5,0.6666666666666666,0.0398968008255934,7.27500009536743,8.0,1.0,9.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0721655493844623,26
27,2014-04-09,2,7.2,-0.5,1.0,0.2401566193987008,3191.621999979022,1.0,0.0,67.282,9.097,0.0,11.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3574107069365408,27
28,2014-04-10,3,6.6,0.2,1.0,0.1293886382716278,1089.7160003185274,3.0,1.0,156.923,331.167,113.052,87.698,162.983,0.0,15.132,222.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073834151961497,28
29,2014-04-11,4,7.0,1.0,1.0,0.0395736434108526,358.8829996585844,0.0,0.0,99.94,421.328,0.0,0.0,0.0,0.0,5.014,109.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613237215291615,29
30,2014-04-12,5,7.0,1.25,1.0,0.0,19.430999994278,4.0,0.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
31,2014-04-13,6,6.4,0.0,0.5,0.0454545454545455,112.32100009918216,1.0,2.0,56.88699999999999,3.01,0.0,0.0,0.0,0.0,6.052,46.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285648693066451,31
32,2014-04-14,0,7.0,0.8,1.0,0.0341435185185185,202.4370002746581,4.0,0.0,171.96099999999998,81.969,0.0,0.0,0.0,0.0,0.0,5.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531790604869983,32
33,2014-04-15,1,6.6,0.6,0.5,0.05,4.1340000629425,1.0,2.0,121.886,53.148,0.0,0.0,0.0,0.0,0.0,35.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874007373475126,33
34,2014-04-16,2,7.25,1.25,1.0,0.137976645191724,705.4270007610322,2.0,4.0,284.669,317.696,0.0,0.0,0.0,0.0,12.13,90.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2302718123006125,34
35,2014-04-17,3,7.0,-0.6,1.0,0.1464447818704283,445.7089998722077,3.0,0.0,161.39600000000002,154.33100000000002,0.0,102.41,0.0,0.0,13.199,14.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2146080684095058,35
36,2014-04-18,4,6.8,0.0,1.0,0.0097350440723934,2129.2099990844745,0.0,4.0,245.234,577.2479999999999,1118.142,0.0,0.0,0.0,0.0,187.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251058339937728,36
37,2014-04-21,0,7.25,1.0,1.0,0.0091973244147156,739.2569997310637,0.0,0.0,363.693,481.286,62.525,0.0,0.0,0.0,14.093,33.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331614247743342,39
38,2014-04-22,1,6.6,0.8,0.8,0.0549439428340109,908.7909989356988,0.0,1.0,168.06,741.198,204.428,0.0,0.0,0.0,0.0,100.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369679871102402,40
39,2014-04-23,2,7.25,0.75,1.0,0.0820141570141569,1298.744999885559,4.0,1.0,316.14,827.5889999999999,0.0,139.93,0.0,0.0,9.035,18.024,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.1589809559220545,41
40,2014-04-24,3,5.4,-0.2,-0.2,0.0137310606060606,1189.710000038147,3.0,1.0,70.905,254.411,345.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284445801058249,42
41,2014-04-25,4,7.2,0.6,1.0,0.0852272727272726,333.6949996948248,7.0,12.0,182.956,19.083,0.0,0.0,0.0,0.0,0.0,22.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1417800550925217,43
42,2014-04-26,5,6.75,0.5,1.0,0.3549107142857142,55.5429999828339,0.0,3.0,0.914,49.566,0.0,0.0,0.0,0.0,5.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733757024787805,44
43,2014-04-27,6,7.2,-0.2,1.0,0.1217670011148271,268.66999959945684,2.0,0.0,80.749,187.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1919264292110238,45
44,2014-04-28,0,8.0,1.0,1.0,0.1880952380952379,209.3850002288816,8.0,1.0,25.145000000000003,15.659,0.0,0.0,0.0,0.0,0.0,168.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639763278216396,46
45,2014-04-29,1,7.0,-0.5,1.0,0.0359265010351966,1285.5090003013609,7.0,4.0,466.95,720.9810000000001,420.501,132.667,0.0,0.0,7.022,64.21700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068500722310178,47
46,2014-04-30,2,7.0,0.4,1.0,0.0396664652995471,736.7540004253391,3.0,0.0,25.777,431.959,45.856,0.0,0.0,0.0,5.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655302399629138,48
47,2014-05-01,3,7.0,0.0,1.0,0.1044532627865961,125.5750000476836,7.0,2.0,106.302,19.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1012049706625239,49
48,2014-05-02,4,8.0,2.0,1.0,0.1006757088800432,929.4620008468632,2.0,0.0,163.454,407.222,94.374,0.0,0.0,0.0,0.0,139.14499999999998,124.535,0.0,0.0,0.0,0.0,0.0,0.0,0.1535900777542762,50
49,2014-05-04,6,7.0,0.0,1.0,0.0963594276094276,692.0870001316063,0.0,0.0,714.2509999999999,255.043,0.0,29.127,0.0,0.0,15.073,176.559,0.0,11.114,13.048,0.0,0.0,0.0,0.0,0.0942110263708746,52
50,2014-05-05,0,7.333333333333333,1.5,1.0,0.0129310344827586,950.9159996509547,0.0,0.0,46.171,0.0,904.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258620689655172,53
