,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std
29,2014-04-11,4,6.8,0.6,1.2,0.46870776282540977,3541.379999160767,1.0,0.0,864.0739999999998,2146.6710000000003,0.0,0.0,0.0,0.0,230.84799999999998,375.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3484163540995306
30,2014-04-12,5,6.8,0.6,1.0,0.09549919484702095,7624.418000698084,4.0,6.0,393.12799999999993,5616.257,124.435,0.0,0.0,232.757,91.126,342.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09392480586516737
31,2014-04-13,6,6.6,0.2,0.8,0.1513406794183811,8206.342999458317,0.0,2.0,146.259,7647.544000000001,0.0,0.0,0.0,0.0,256.995,156.51100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09909055765378492
32,2014-04-14,0,6.8,-0.6,1.0,0.26101854320329393,4942.535999536516,0.0,0.0,376.565,4689.8060000000005,0.0,0.0,0.0,0.0,200.27,214.171,0.0,56.775999999999996,0.0,0.0,0.0,0.0,0.0,0.30039457973777695
33,2014-04-15,1,6.0,-0.8,0.2,0.36993455507009726,8591.417001247402,2.0,1.0,2472.1359999999995,6524.437,0.0,0.0,0.0,0.0,587.126,178.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38240186855552455
34,2014-04-16,2,6.0,-0.25,0.75,0.3382828282828283,6136.71899843216,2.0,0.0,568.467,5001.134,0.0,0.0,0.0,91.27499999999999,332.408,278.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33342920262010894
35,2014-04-17,3,6.4,-1.2,1.0,0.04141105260380633,11643.33200097084,2.0,1.0,287.691,9404.267000000002,73.766,0.0,0.0,66.806,1440.8579999999997,320.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05380095304319871
36,2014-04-18,4,3.5,-1.0,-1.0,0.1181818181818182,1017.902000427246,0.0,0.0,50.071000000000005,692.774,0.0,0.0,0.0,0.0,41.769000000000005,66.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21704247975115132
37,2014-04-19,5,7.2,-0.6,1.0,0.24085059179676505,9011.547000885008,1.0,0.0,1480.781,6410.085999999999,380.846,0.0,0.0,119.25999999999999,537.4670000000001,192.804,15.463,0.0,0.0,0.0,0.0,0.0,0.0,0.18827130078492804
38,2014-04-20,6,6.6,-1.6,0.6,0.26218487394957973,2915.6050009727473,0.0,0.0,17.698999999999998,5446.16,11.45,0.0,0.0,15.035,107.94800000000001,175.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35216256208340946
39,2014-04-21,0,7.4,-1.4,1.0,0.15710176822377517,10264.740000009533,0.0,0.0,261.909,8703.749,0.0,0.0,0.0,0.0,2403.464,139.59199999999998,43.746,0.0,0.0,0.0,0.0,0.0,0.0,0.19581442503259003
40,2014-04-22,1,5.75,-1.25,0.75,0.27103526538463674,7339.745000839236,0.0,1.0,1539.3179999999998,5355.558,0.0,0.0,0.0,0.0,272.84999999999997,495.32500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30997479891757035
41,2014-04-23,2,7.4,-0.8,1.0,0.4385733488177098,3922.7730002403264,3.0,2.0,521.9960000000001,2699.926,0.0,0.0,0.0,0.0,97.396,612.5380000000001,70.989,0.0,0.0,0.0,0.0,0.0,0.0,0.33120704376201004
42,2014-04-24,3,7.666666666666667,1.0,1.0,0.43781010656010644,13762.461001634596,2.0,0.0,579.919,2797.6519999999996,0.0,0.0,0.0,0.0,303.988,493.5399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26848840820872766
43,2014-04-25,4,7.75,-0.25,1.25,0.44056884395745244,5650.640999317167,0.0,0.0,908.493,2634.0429999999997,0.0,0.0,0.0,0.0,205.89600000000002,1675.867,0.0,298.57700000000006,0.0,0.0,0.0,0.0,0.0,0.36097193043719394
44,2014-04-26,5,8.8,-1.8,1.6,0.169494766505636,7379.346999406813,0.0,0.0,134.41900000000004,5632.782999999999,0.0,0.0,0.0,0.0,291.581,416.906,226.175,0.0,0.0,0.0,0.0,0.0,0.0,0.3236995110205002
45,2014-04-27,6,8.0,-0.5,1.5,0.2649346728151076,13700.424999237057,0.0,0.0,771.598,10223.057,0.0,0.0,0.0,16.433,1365.9129999999998,820.3340000000002,275.659,0.0,69.928,0.0,0.0,0.0,0.0,0.2728743700528647
46,2014-04-28,0,8.166666666666666,-1.6666666666666667,1.0,0.29876844002231,7873.467999935148,0.0,0.0,485.04100000000005,6129.391,0.0,0.0,0.0,16.323,472.55300000000005,545.32,165.715,0.0,0.0,0.0,0.0,0.0,0.0,0.34542282587922757
47,2014-04-29,1,8.5,-1.25,1.25,0.325002877061394,8018.175000429151,0.0,0.0,401.316,6750.844000000001,0.0,0.0,0.0,15.158,197.33300000000003,185.668,496.2159999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3412840410052204
48,2014-04-30,2,7.833333333333333,-1.1666666666666667,1.0,0.29367141217445164,7364.61400103569,0.0,0.0,95.101,6282.334999999999,0.0,0.0,0.0,118.425,327.38699999999994,671.9490000000001,242.522,0.0,0.0,0.0,0.0,0.0,0.0,0.36044574130929535
49,2014-05-01,3,8.333333333333334,-1.0,2.0,0.14677763080540857,6441.4219992160815,0.0,0.0,159.039,5084.178,0.0,0.0,0.0,98.043,550.983,419.401,268.906,142.69000000000003,0.0,0.0,0.0,0.0,0.0,0.15274576061195963
50,2014-05-02,4,8.0,-1.4,0.8,0.22384322876155907,8166.500999450687,0.0,0.0,1039.403,6354.046,0.0,0.0,0.0,67.646,122.56899999999999,503.1449999999999,243.95600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.3153083217114738
51,2014-05-03,5,7.25,-0.75,1.0,,69.4070000648498,0.0,0.0,35.452,1.095,0.0,0.0,0.0,0.0,0.0,69.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,2014-05-04,6,8.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
