,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
35,2014-04-22 17:00:00,1,6.0,0.0,0.0,0.288135593220339,206.78400015830988,0.0,0.0,69.71600000000001,98.52600000000001,14.303,0.0,0.0,0.0,9.03,12.05,0.0,0.0,3.0730000000000004,,11.309928611111111
36,2014-04-22 21:00:00,1,7.0,1.0,1.0,0.0,172.0200002193451,1.0,0.0,208.76999999999998,0.0,0.0,0.0,0.0,0.0,10.025,6.119,0.0,0.0,3.018,,11.309928611111111
37,2014-04-23 11:00:00,2,8.0,1.0,1.0,0.196581196581197,51.30699992179872,0.0,0.0,38.088,0.0,0.0,0.0,0.0,0.0,13.061,0.0,0.0,0.0,0.0,,19.790815277777778
38,2014-04-23 12:00:00,2,7.0,-1.0,1.0,0.0,74.9179999828339,0.0,0.0,8.061,58.498,0.0,0.0,0.0,0.0,8.338,0.0,0.0,0.0,0.0,,19.790815277777778
39,2014-04-23 15:00:00,2,7.0,0.0,1.0,0.0083333333333333,358.63300013542147,3.0,0.0,228.542,121.582,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.0,,19.790815277777778
40,2014-04-23 22:00:00,2,9.0,2.0,,0.158333333333333,477.7579998970035,0.0,0.0,66.827,93.757,0.0,0.0,0.0,0.0,20.087,246.926,0.0,0.0,4.018,,19.790815277777778
41,2014-04-24 09:00:00,3,7.0,-2.0,1.0,0.0166666666666667,969.7340002059946,0.0,0.0,138.04999999999998,823.3349999999999,0.0,0.0,0.0,0.0,8.27,0.0,0.0,0.0,0.0,,20.233140277777775
42,2014-04-24 12:00:00,3,7.0,-1.0,1.0,0.0916666666666667,78.05000019073489,1.0,0.0,67.883,0.0,0.0,0.0,0.0,0.0,8.022,0.0,0.0,0.0,2.01,,20.233140277777775
43,2014-04-24 15:00:00,3,7.0,,,0.0,379.5939996242526,1.0,0.0,118.766,224.90699999999998,0.0,0.0,0.0,0.0,7.015,0.0,0.0,0.0,28.265,,20.233140277777775
44,2014-04-24 18:00:00,3,6.0,0.0,0.0,0.0526315789473684,1353.2860002517698,1.0,0.0,563.2869999999999,585.303,0.0,0.0,0.0,0.0,12.043,167.93499999999997,0.0,0.0,24.165000000000003,,20.233140277777775
45,2014-04-24 21:00:00,3,7.0,1.0,1.0,0.133333333333333,1297.094999790192,8.0,0.0,324.9309999999999,547.464,0.0,0.0,0.0,0.0,7.092,178.669,0.0,0.0,0.0,,20.233140277777775
46,2014-04-25 11:00:00,4,7.0,-1.0,0.0,0.0403225806451613,3514.55699968338,0.0,0.0,313.031,2784.901,0.0,0.0,0.0,36.117,13.197,7.018,0.0,0.0,0.0,,15.478025277777778
47,2014-04-25 12:00:00,4,7.0,0.0,0.0,0.0173913043478261,327.16599988937423,0.0,1.0,317.814,70.435,0.0,0.0,0.0,0.0,10.206,0.0,0.0,0.0,0.0,,15.478025277777778
48,2014-04-25 15:00:00,4,6.0,0.0,0.0,0.0091743119266055,711.9120006561278,0.0,0.0,298.377,239.36200000000002,0.0,0.0,0.0,0.0,7.321,0.0,0.0,0.0,0.0,,15.478025277777778
49,2014-04-25 18:00:00,4,6.0,0.0,0.0,0.252525252525253,644.5509998798375,6.0,0.0,187.731,346.46399999999994,0.0,0.0,0.0,0.0,9.03,42.447,58.276,0.0,0.0,,15.478025277777778
50,2014-04-25 21:00:00,4,5.0,2.0,,0.3125,191.96300029754647,3.0,0.0,97.94399999999999,62.379,0.0,0.0,0.0,0.0,10.261,0.0,0.0,0.0,21.087,,15.478025277777778
51,2014-04-26 09:00:00,5,7.0,-1.0,1.0,0.0,490.63300013542164,2.0,0.0,205.969,98.524,36.173,0.0,0.0,0.0,27.123,62.983999999999995,0.0,0.0,59.372,,17.086748888888888
52,2014-04-26 14:00:00,5,7.0,2.0,,0.333333333333333,203.55800032615647,1.0,0.0,86.77600000000001,3.01,0.0,0.0,0.0,0.0,9.042,21.188,83.435,0.0,0.0,,17.086748888888888
53,2014-04-26 16:00:00,5,8.0,1.0,1.0,0.504587155963303,99.46500015258783,0.0,3.0,78.064,0.0,0.0,0.0,0.0,0.0,21.238,0.0,0.0,0.0,0.0,,17.086748888888888
54,2014-04-26 20:00:00,5,8.0,1.0,1.0,0.785046728971963,145.95400047302255,0.0,1.0,20.11,109.923,0.0,0.0,0.0,0.0,10.025,0.0,0.0,0.0,6.0409999999999995,,17.086748888888888
55,2014-04-26 21:00:00,5,8.0,1.0,1.0,0.474576271186441,409.4650003910068,1.0,0.0,84.92199999999998,104.671,3.221,0.0,0.0,0.0,8.223,0.0,208.16500000000002,0.0,0.0,,17.086748888888888
56,2014-04-27 11:00:00,6,7.0,-1.0,1.0,0.401785714285714,532.5629999637603,1.0,1.0,339.49699999999996,184.73000000000002,0.0,0.0,0.0,0.0,8.023,0.0,0.0,0.0,0.0,,14.0
57,2014-04-27 14:00:00,6,7.0,-1.0,1.0,0.0377358490566038,467.62599992752047,0.0,0.0,40.842999999999996,417.645,0.0,0.0,0.0,0.0,9.088,0.0,0.0,0.0,0.0,,14.0
58,2014-04-27 18:00:00,6,6.0,-2.0,0.0,0.0714285714285714,74.3980000019073,0.0,0.0,24.895,240.90300000000002,0.0,0.0,0.0,0.0,9.035,0.0,0.0,0.0,0.0,,14.0
59,2014-04-27 22:00:00,6,7.0,-2.0,1.0,0.0147058823529412,150.70999979972856,0.0,0.0,98.68599999999998,425.53,0.0,0.0,0.0,0.0,7.5,106.36699999999999,0.0,0.0,0.0,,14.0
60,2014-04-28 09:00:00,0,8.0,1.0,1.0,0.0,1525.4869995117185,1.0,1.0,302.255,1292.871,0.0,0.0,0.0,0.0,8.075,11.039,0.0,0.0,0.0,,13.199087777777779
61,2014-04-28 12:00:00,0,6.0,-1.0,0.0,0.0,991.2670006752018,0.0,0.0,550.672,668.595,0.0,0.0,0.0,0.0,10.039,0.0,0.0,0.0,18.637999999999998,,13.199087777777779
62,2014-04-28 15:00:00,0,6.0,-1.0,0.0,0.504273504273504,1108.8829998970027,1.0,0.0,230.144,368.891,0.0,0.0,0.0,0.0,15.089,59.983999999999995,0.0,0.0,4.034,,13.199087777777779
63,2014-04-28 19:00:00,0,7.0,2.0,1.0,0.0083333333333333,726.6350004673001,0.0,0.0,102.64600000000002,611.774,0.0,0.0,0.0,0.0,12.076,0.0,0.0,0.0,0.0,,13.199087777777779
64,2014-04-28 21:00:00,0,8.0,1.0,1.0,0.0598290598290598,638.3339998722072,0.0,0.0,144.98899999999998,486.94,0.0,0.0,0.0,0.0,6.085,0.0,0.0,0.0,0.0,,13.199087777777779
65,2014-04-29 09:00:00,1,7.0,1.0,1.0,0.0082644628099173,1377.5840001106267,3.0,0.0,368.175,661.2,42.321000000000005,0.0,0.0,19.223,10.035,272.20099999999996,0.0,0.0,4.171,,12.0
66,2014-04-29 12:00:00,1,6.0,0.0,0.0,0.19327731092437,543.2769999504095,0.0,0.0,108.297,421.848,0.0,0.0,0.0,0.0,7.019,0.0,0.0,0.0,6.021000000000001,,12.0
