,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_std,circumplex.arousal_std,circumplex.valence_std,activity_std,days
18,2014-04-21,0,7.0,-1.75,-0.25,0.0298600554421162,4231.040000200271,1.0,0.0,157.15400000000002,3546.5799999999995,313.47100000000006,0.0,0.0,0.0,45.141000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676579196271435,20
19,2014-04-23,2,7.0,-0.2,0.0,0.112518103700037,5594.706999063487,3.0,1.0,912.164,1907.874,824.497,0.0,0.0,0.0,288.339,106.273,179.338,0.0,0.0,0.0,0.0,0.0,0.0,0.1650874569747737,22
20,2014-04-24,3,8.0,0.0,0.5,0.0619974501222315,4941.214999198914,9.0,0.0,1261.81,2787.632,413.1479999999999,0.0,0.0,0.0,26.28,112.34,24.266,0.0,0.0,0.0,0.0,0.0,0.0,0.1149213416015181,23
21,2014-04-25,4,8.0,0.0,1.0,0.1335020997565428,18788.159000635154,6.0,1.0,1097.703,3378.6990000000005,651.2479999999999,0.0,0.0,0.0,236.387,349.706,132.85,0.0,0.0,0.0,0.0,0.0,0.0,0.2307383591007876,24
22,2014-04-27,6,7.0,-0.5,0.0,0.0482765163116771,5141.03399944305,4.0,0.0,1398.979,1065.272,646.4970000000001,0.0,0.0,0.0,16.711,403.209,0.0,0.0,447.418,0.0,0.0,0.0,0.0,0.0938371796119631,26
23,2014-04-28,0,7.5,0.25,0.25,0.0637138579388094,7088.695999860767,7.0,0.0,2309.1839999999997,2618.061,4963.497999999998,0.0,0.0,0.0,31.539,0.0,70.423,0.0,0.0,0.0,0.0,0.0,0.0,0.1569093140226715,27
24,2014-04-29,1,8.0,1.0,0.6666666666666666,0.1098377970665179,2564.8539996147165,5.0,0.0,93.159,2002.434,506.89200000000005,0.0,0.0,0.0,102.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1658599384729307,28
25,2014-04-30,2,7.0,0.0,0.6666666666666666,0.0812705433593999,7621.398999691012,6.0,3.0,482.12500000000006,1788.7890000000002,651.8050000000001,0.0,0.0,0.0,42.578,0.0,103.49,0.0,0.0,0.0,0.0,0.0,0.0,0.1278348057286897,29
26,2014-05-01,3,7.0,-1.0,0.0,0.1479701336183231,3929.968999385835,9.0,0.0,544.3810000000001,2831.296,863.829,0.0,0.0,0.0,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151412451276364,30
27,2014-05-02,4,7.25,-0.25,0.0,0.0936471840702361,3621.993000984192,10.0,0.0,585.379,2228.2049999999995,759.5339999999999,0.0,0.0,0.0,40.260000000000005,0.0,89.955,0.0,0.0,0.0,0.0,0.0,0.0,0.1194432744921017,31
28,2014-05-03,5,7.5,-1.0,0.5,0.0821793589734116,2209.789999723433,2.0,0.0,272.89,1717.799,199.436,0.0,0.0,0.0,16.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468037737442388,32
29,2014-05-04,6,8.666666666666666,0.3333333333333333,1.0,0.1162809476560673,4015.883999586105,1.0,1.0,390.165,2605.7119999999995,236.739,0.0,0.0,0.0,166.292,430.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966363092126404,33
30,2014-05-05,0,7.0,-0.5,0.0,0.035089340366364,5759.7540001869165,21.0,0.0,1561.07,3659.592,2165.427,0.0,0.0,0.0,35.454,341.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781394552075382,34
31,2014-05-07,2,6.0,-1.0,-0.25,0.0683385828416186,3372.4449989795685,4.0,0.0,725.719,2027.831,589.095,0.0,0.0,0.0,46.36699999999999,1.007,113.693,0.0,0.0,0.0,0.0,0.0,0.0,0.1109510962345423,36
32,2014-05-08,3,6.0,-1.0,-0.25,0.1116422825671686,5126.648000478743,13.0,2.0,2509.9369999999994,3658.155,487.702,0.0,0.0,0.0,66.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297250261820897,37
33,2014-05-09,4,7.75,-0.25,0.75,0.0774799083560094,5151.195997714999,9.0,0.0,1177.331,2304.92,1143.826,0.0,0.0,0.0,32.406,0.0,575.6669999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.1251859485893564,38
34,2014-05-10,5,7.25,-0.75,0.5,0.1316329685785362,4791.854000568391,6.0,0.0,748.367,2962.648,3210.226,0.0,0.0,0.0,52.517,1881.155,666.5790000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1698610039131522,39
35,2014-05-11,6,7.2,-1.4,0.2,0.0993276487616529,2117.0530004501343,6.0,0.0,403.986,1289.197,418.114,0.0,0.0,6.036,221.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444966728251932,40
36,2014-05-12,0,7.2,-0.6,0.2,0.1104780299372284,825.7639997005468,0.0,0.0,0.0,552.23,274.27500000000003,0.0,0.0,0.0,19.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888925967714733,41
